repo_name,paths,package_avg,imports_avg
LWJGL/lwjgl3,2494,3.2870890136327198,5.3933440256615865
cping/LGame,3774,3.3956014838367761,5.7906730259671422
bazelbuild/bazel,5310,6.38757062146892,12.167419962335225
TechReborn/RebornCore,191,6.30366492146597,8.6178010471204178
CyclopsMC/IntegratedDynamics,703,7.7126600284495046,10.870554765291605
williamfiset/Algorithms,192,1.7968749999999991,2.7864583333333326
Jasig/uPortal,1728,5.5300925925925926,10.278356481481486
palantir/gradle-baseline,193,5.7512953367875648,9.8652849740932655
SleepyTrousers/EnderIO,1729,9.9398496240601464,13.962984384037012
streamsets/datacollector,4801,5.28764840658196,10.324307435950839
vitruv-tools/Vitruv,194,4.7061855670103094,8.6597938144329909
polyaxon/polyaxon,450,6.2600000000000025,12.111111111111116
msmobility/silo,450,6.8666666666666671,10.791111111111116
tabish121/proton4j,706,4.1912181303116123,8.2138810198300316
GoogleCloudPlatform/java-docs-samples,1218,5.5262725779967177,11.348111658456487
opencb/biodata,451,3.8691796008869193,7.2527716186252746
bdezonia/zorbage,1219,4.3921246923707979,9.8851517637407724
openforis/collect,1475,5.2,10.133559322033893
zstackio/zstack,7363,5.1777807958712465,7.6055955452940305
yidongnan/grpc-spring-boot-starter,196,6.1275510204081627,9.96938775510204
Esri/arcgis-runtime-samples-android,196,10.494897959183676,18.280612244897963
square/wire,196,5.28061224489796,13.647959183673468
peerkar/liferay-gsearch,196,7.1377551020408152,11.571428571428569
retest/recheck,452,5.115044247787611,8.8362831858407063
zhongxunking/configcenter,197,5.9086294416243668,8.8121827411167519
whiskeysierra/compass,197,5.7614213197969537,9.3654822335025365
carlos-sancho-ramirez/android-java-langbook,197,3.2487309644670042,8.83756345177665
Tamaized/AoV,197,9.7563451776649739,13.106598984771573
apache/thrift,197,3.31979695431472,6.7309644670050766
forrestguice/SuntimesWidget,197,9.4619289340101513,18.096446700507617
reactor/reactor-netty,198,8.4444444444444446,15.459595959595962
folio-org/raml-module-builder,198,6.1464646464646462,11.813131313131315
Cognifide/APM,198,5.7727272727272716,9.2424242424242422
GoogleCloudPlatform/training-data-analyst,454,5.4823788546255514,8.2048458149779737
apache/incubator-tinkerpop,1478,6.3437077131258439,12.684032476319349
bbottema/simple-java-mail,199,5.6633165829145726,10.432160804020096
endeavourhealth/EDS,199,6.3668341708542711,10.135678391959798
spring-io/initializr,455,4.9054945054945049,7.558241758241758
apache/pdfbox,1223,4.546197874080133,9.60752248569092
mediathekview/MServer,200,4.4499999999999993,9.5100000000000016
CESNET/perun,1992,5.9201807228915673,12.82178714859438
BjerknesClimateDataCentre/QuinCe,201,3.3880597014925371,10.218905472636816
Heigvd/Wegas,457,7.5623632385120363,14.207877461706779
alibaba/nacos,457,6.2954048140043755,9.1794310722100647
ihongs/HongsCORE,202,4.891089108910891,11.613861386138613
joinfaces/joinfaces,202,5.7376237623762369,8.48019801980198
TNG/ArchUnit,714,5.1008403361344534,10.58963585434174
mzmine/mzmine3,1226,6.9893964110929847,11.436378466557915
businesscode/BCD-UI,203,5.7684729064039413,10.571428571428571
kickstarter/android-oss,459,7.2962962962962967,11.122004357298474
commons-app/apps-android-commons,459,7.1045751633986924,10.895424836601311
madgik/exareme,1227,3.7432762836185827,5.9364303178484077
joel-costigliola/assertj-core,3787,4.5738051227884924,7.7406918405070071
apache/jmeter,1228,6.064332247557001,11.35260586319218
alibaba/fastjson,2764,3.9692474674384939,5.3107814761215666
ms123s/simpl4-src,717,7.2398884239888428,14.510460251046023
dernasherbrezon/r2cloud,206,5.3446601941747547,10.902912621359222
langhsu/mblog,206,6.0436893203883493,8.4708737864077683
GoldenGnu/jeveassets,462,6.5367965367965386,13.891774891774894
spacewalkproject/spacewalk,2510,6.0533864541832649,10.310756972111562
wso2/devstudio-tooling-esb,6350,10.141259842519689,19.950551181102384
gradle/gradle,7886,4.5858483388283044,7.4495308141009415
youlookwhat/CloudReader,207,8.458937198067634,11.328502415458937
NLCR/komplexni-validator,207,3.6135265700483079,8.1304347826086953
ist-dresden/composum,207,8.3188405797101463,15.792270531400963
jamesdbloom/mockserver,719,6.4770514603616132,10.369958275382476
graphhopper/graphhopper,719,4.7913769123783041,8.35605006954103
xtuml/bridgepoint,975,5.8646153846153837,13.45948717948718
archimatetool/archi,1231,5.5190901705930138,10.567018683996757
FenixEdu/fenixedu-academic,3279,5.6806953339432775,10.529124733150351
o2oa/o2oa,9679,6.4013844405413725,10.181423700795527
thalerjonathan/phd,208,3.0240384615384621,5.6971153846153832
uweschaefer/factcast,208,5.6634615384615383,9.9663461538461569
oaplatform/oap,464,4.3965517241379324,7.7456896551724164
danrien/projectBlue,720,8.1097222222222243,10.898611111111112
Flash3388/FlashLib,209,3.00956937799043,5.14354066985646
svenkubiak/mangooio,209,6.89952153110048,11.311004784688993
oncokb/oncokb,209,4.6172248803827749,7.1387559808612462
akvo/akvo-flow,465,5.0709677419354842,9.4107526881720442
mini2Dx/mini2Dx,721,1.8543689320388337,6.2635228848821081
google/closure-templates,977,6.2681678607983606,12.735926305015356
nemerosa/ontrack,977,4.7881269191402245,6.8137154554759451
forpdi/forpdi,210,6.223809523809523,11.738095238095239
exch-bms2/beatoraja,210,5.6142857142857139,8.519047619047619
cloudiator/lance,210,4.5047619047619039,8.9285714285714288
Mantaro/MantaroBot,210,8.9095238095238063,13.100000000000009
DV8FromTheWorld/JDA,466,5.4484978540772531,7.8519313304721043
apache/commons-vfs,466,3.9141630901287563,8.49356223175966
mapfish/mapfish-print,466,7.8969957081545044,13.066523605150213
reportportal/commons-dao,466,5.3540772532188869,9.9248927038626586
ac2cz/FoxTelem,722,4.5041551246537388,10.650969529085874
shopizer-ecommerce/shopizer,978,8.2106339468302671,12.56646216768916
NGSEP/NGSEPcore,211,3.9999999999999991,10.246445497630333
alpha-asp/Alpha,211,4.4739336492890995,8.67298578199052
00-Evan/shattered-pixel-dungeon,979,6.4913176710929523,10.339121552604693
javers/javers,468,4.3418803418803407,6.4786324786324787
broadinstitute/gatk,2004,7.634231536926146,11.467065868263463
dbeaver/dbeaver,3540,7.4581920903954853,11.035875706214686
JNOSQL/diana,725,4.9641379310344833,9.8951724137931034
researchstudio-sat/webofneeds,981,6.0000000000000009,9.4587155963302774
sodash/open-code,981,4.4811416921508656,7.9235474006116213
dhis2/dhis2-core,3285,6.7117199391171978,11.079756468797566
druid-io/druid,3797,7.5683434290229075,13.371345799315254
AVnetWS/Hentoid,215,7.130232558139534,10.739534883720928
ursjoss/scipamato,727,6.2599724896836308,9.2654745529573574
Activiti/Activiti,2519,4.6697102024612924,7.7991266375545818
tananaev/traccar,984,3.8262195121951197,6.8485772357723542
telstra/open-kilda,2264,6.0371024734982317,11.040194346289756
jainaman224/Algo_Ds_Notes,217,1.3686635944700456,1.6589861751152073
marklogic/marklogic-contentpump,217,6.1705069124423959,12.576036866359447
MSG134/IVCT_Framework,217,4.2488479262672811,7.88479262672811
neo4j-contrib/neo4j-apoc-procedures,473,5.949260042283294,11.515856236786473
openpnp/openpnp,473,5.9048625792811844,13.877378435517976
EnFlexIT/AgentWorkbench,729,4.7530864197530862,11.460905349794238
codenameone/CodenameOne,1241,4.3190975020145066,9.9331184528606
workcraft/workcraft,1497,5.5764863059452257,8.5684702738810934
aws/aws-sdk-java-v2,2265,5.9064017660044179,11.06666666666667
alkacon/opencms-core,3801,6.2446724546172074,12.253617469087082
breadwallet/breadwallet-core,218,4.2981651376146788,8.2431192660550465
EMResearch/EvoMaster,474,3.9725738396624468,6.0569620253164578
liquibase/liquibase,986,5.3924949290060837,8.2931034482758648
netty/netty,2266,4.3737864077669908,9.3128861429832366
FabioZumbi12/RedProtect,219,7.33333333333333,12.776255707762557
opitzconsulting/orcas,219,3.1187214611872145,8.2694063926940657
Aeronica/mxTune,219,7.4474885844748862,10.502283105022832
SpongePowered/SpongeForge,219,10.429223744292239,15.027397260273975
OmniKryptec/OmniKryptec-Engine,475,4.0442105263157906,6.269473684210527
conveyal/r5,220,5.963636363636363,10.213636363636361
craftercms/studio2,476,6.5126050420168085,12.010504201680677
Col-E/Recaf,221,5.4343891402714934,7.30316742081448
tim-group/tg-eventstore,221,5.76470588235294,12.176470588235293
NCI-Agency/anet,221,6.9457013574660644,12.058823529411764
First-Peoples-Cultural-Council/fv-web-ui,221,6.619909502262443,11.574660633484164
seata/seata,989,4.5409504550050563,7.8756319514661275
Hack23/cia,989,5.8736097067745208,10.859453993933272
bazelbuild/intellij,1757,8.8571428571428559,13.123505976095617
realityforge/arez,1757,3.0512236767216847,6.9749573136027232
MCMrARM/revolution-irc,222,7.5225225225225216,12.963963963963964
hheg/jitstatic,222,7.5585585585585591,15.261261261261263
JpressProjects/jpress,478,6.125523012552299,7.9728033472803341
xiaojinzi123/Component,223,4.9775784753363226,8.4260089686098674
zeroc-ice/ice-demos,223,2.3721973094170403,5.8071748878923781
cismet/cids-custom-wuppertal,480,9.2104166666666689,17.947916666666657
pegasus-isi/pegasus,736,4.5923913043478253,8.7554347826086953
apache/jackrabbit-oak,4320,7.3557870370370413,14.632870370370368
opennetworkinglab/onos,7648,5.8595711297071045,12.493070083682008
TGITS/programming-workouts,225,2.0266666666666664,3.7022222222222219
TulevaEE/onboarding-service,225,6.0000000000000018,8.62222222222222
factoryfx/factoryfx,737,4.7299864314789692,6.6702849389416539
Sage-Bionetworks/SynapseWebClient,1761,7.0993753549119791,14.413969335604779
apache/flink,9185,6.651497005988027,11.734567229178008
wcm-io-qa/wcm-io-qa-galenium,226,4.23008849557522,6.4557522123893811
spinnaker/kork,227,5.0616740088105709,8.2246696035242319
synyx/urlaubsverwaltung,484,7.3471074380165291,12.438016528925617
renyuneyun/Easer,484,6.2933884297520688,9.3367768595041323
junkerm/specmate,740,4.7540540540540519,8.1040540540540569
cgeo/cgeo,740,6.8945945945945928,11.137837837837839
Samourai-Wallet/samourai-wallet-android,229,10.720524017467252,19.296943231441045
bendisposto/prob2-ui,229,8.11353711790393,15.449781659388645
spring-cloud/spring-cloud-stream,229,8.2969432314410483,13.161572052401745
EmmyLua/IntelliJ-EmmyLua,229,5.7947598253275121,7.4323144104803482
treasure-data/digdag,741,6.9689608636977072,13.350877192982455
wso2/carbon-identity-framework,1253,6.1652035115722272,11.264964086193139
fhoeben/hsac-fitnesse-fixtures,230,3.4782608695652177,6.7869565217391319
as-ideas/crowdsource,230,8.843478260869567,13.626086956521739
Nasdanika/html,230,3.2826086956521734,7.656521739130433
ghedlund/phon,1255,5.9816733067729047,11.995219123505981
apache/calcite,1768,6.28337104072398,14.121040723981903
hartwigmedical/hmftools,1768,5.6035067873303186,10.570135746606347
apache/wicket,3048,4.1899606299212619,6.5905511811023638
lorensen/VTKExamples,233,1.1287553648068669,8.3991416309012958
sdl/dxa-modules,233,7.9184549356223179,12.351931330472102
rikvdkleij/intellij-haskell,234,4.7008547008547019,5.7991452991452981
junit-team/junit-lambda,1002,4.5758483033932169,9.93413173652695
tvesalainen/util,1002,3.5079840319361262,6.5888223552894232
foobnix/LirbiReader,1258,4.0794912559618428,7.50397456279809
crnk-project/crnk-framework,1770,5.4553672316384176,9.2615819209039554
yamcs/yamcs,1003,4.48753738783649,10.657028913260222
apache/samza,1259,6.0254169976171568,11.289118347895158
flowable/flowable-engine,7403,5.5470755099284084,9.2265297852222119
jerkar/jerkar,236,4.6567796610169507,8.0889830508474567
validator/validator,236,3.2203389830508478,7.0889830508474558
k9mail/k-9,492,5.7642276422764223,11.936991869918696
cheng-li/pyramid,493,4.9432048681541589,7.6835699797160233
intuit/karate,493,3.8356997971602431,6.9594320486815384
gurkenlabs/litiengine,494,4.4514170040485839,8.655870445344128
imCodePartnerAB/imcms,750,6.3386666666666667,10.791999999999998
elki-project/elki,2286,6.7804024496937885,9.6264216972878369
gmessner/gitlab4j-api,239,3.3723849372384938,7.2008368200836816
crispab/codekvast,240,5.9458333333333329,10.529166666666667
Mindgamesnl/OpenAudioMc,240,5.4125,7.104166666666667
pantsbuild/pants,240,2.875,5.716666666666665
AnySoftKeyboard/AnySoftKeyboard,496,7.0262096774193559,10.45766129032258
austinv11/Discord4J,496,4.310483870967742,5.5927419354838683
metaborg/nabl,496,6.0241935483870979,9.6451612903225818
MilosKozak/AndroidAPS,1008,7.2539682539682557,11.655753968253968
timmolter/XChange,4080,4.9495098039215675,7.5691176470588211
asciidoctor/asciidoctorj,241,4.9045643153526965,8.5726141078838189
PLOS/wombat,241,7.2157676348547719,13.174273858921163
apache/phoenix,1777,7.1744513224535718,15.831738885762505
spring-projects/spring-security,2545,7.2090373280943041,11.411787819253435
OpenGamma/Strata,2801,8.1892181363798642,15.872188504105671
lukehutch/fast-classpath-scanner,242,3.7148760330578514,7.6818181818181808
axelor/axelor-development-kit,498,6.353413654618473,11.77710843373494
Cognifide/AET,498,5.3353413654618462,8.8032128514056254
akvo/akvo-flow-mobile,499,7.0921843687374757,11.258517034068138
undertow-io/undertow,1267,5.968429360694552,11.810576164167324
Blankj/AndroidUtilCode,244,5.25,9.64344262295082
NationalSecurityAgency/ghidra,8692,6.2642659917165195,7.8362862402208862
apache/zookeeper,757,5.5772787318361949,13.038309114927344
reportportal/service-api,757,9.6169088507265545,13.705416116248349
firebase/firebase-android-sdk,1269,5.3404255319148914,10.492513790386129
lessthanoptimal/BoofCV,3573,5.3685978169605422,7.6789812482507642
kiegroup/kie-wb-common,9973,7.1713626792339253,12.063972726361165
bazelbuild/bazel-buildfarm,246,8.2398373983739823,17.556910569105682
cerberustesting/cerberus-source,758,9.0514511873350916,14.720316622691286
google/j2cl,1014,2.3895463510848121,4.996055226824458
btcontract/lnwallet,247,4.8785425101214583,8.1295546558704448
SilentChaos512/SilentGems,247,8.801619433198379,11.96356275303644
theScrabi/NewPipe,247,8.6194331983805661,14.821862348178135
jdmonin/JSettlers2,248,2.9516129032258074,8.8185483870967758
StevenUpForever/LeetCode_Java,248,1.1532258064516134,1.9193548387096773
prestodb/presto,6136,7.1701434159061339,15.763200782268594
eXist-db/exist,2297,6.6665215498476265,12.208532868959505
realityforge/replicant,250,4.0120000000000013,6.6679999999999993
tensorics/tensorics.github.io,506,3.7193675889328066,6.0454545454545432
ow2-proactive/scheduling,1530,6.5117647058823538,11.372549019607849
languagetool-org/languagetool,1530,4.7594771241830109,7.6986928104575147
SpoonLabs/astor,25850,3.1084719535783409,5.8970986460348112
google/ground-android,251,6.1553784860557759,9.2749003984063769
labsai/EDDI,507,5.6785009861932947,9.3570019723865876
ehcache/ehcache3,1275,6.7615686274509805,12.623529411764704
jaffa-projects/jaffa-framework,1787,5.1779518746502529,8.0587576944599864
database-rider/database-rider,252,6.4444444444444429,9.1309523809523832
real-logic/Aeron,509,6.3005893909626725,10.715127701375245
hortonworks/cloudbreak,6397,6.8682194778802526,11.21744567766139
yu120/neural,254,3.34251968503937,5.2125984251968509
PDXFinder/pdxfinder,254,5.0866141732283463,7.9724409448818889
neowu/core-ng-project,766,4.020887728459531,6.7493472584856367
OpenLiberty/open-liberty,26623,4.8555008826954165,9.25260113435749
MultiChain/multichain,1,2.0,3.0
scalableminds/webknossos,1,2.0,2.0
mtex-toolbox/mtex,1,2.0,2.0
Microsoft/vscode,1,2.0,2.0
irusri/GenIECMS,1,2.0,2.0
ccf19881030/BlogArticles,1,2.0,3.0
brainstorm-tools/brainstorm3,1,2.0,2.0
Azure/azure-quickstart-templates,1,2.0,5.0
Esri/arcgis-runtime-samples-qt,1,2.0,2.0
SpineEventEngine/SpineEventEngine.github.io,1,2.0,3.0
fonoster/sipio,1,2.0,3.0
wavesplatform/Waves,1,2.0,2.0
apache/incubator-singa,2,2.0,2.0
DiligentGraphics/DiligentEngine,2,2.0,2.0
ICOS-Carbon-Portal/meta,2,2.0,2.0
qaisjp/inf1.hgs.club,2,2.0,7.0
fls-bioinformatics-core/genomics,3,2.0,2.0
oliviercailloux/java-course,3,2.0,3.6666666666666665
opensim-org/opensim-core,11,2.0,2.3636363636363638
fluent/fluent-bit,2,2.5,4.5
bmuschko/gradle-docker-plugin,2,2.5,7.5
Bitcoin-ABC/bitcoin-abc,2,2.5,3.5
intracer/scalawiki,2,2.5,4.5
odavid/my-bloody-jenkins,2,2.5,3.0
webcamoid/webcamoid,2,2.5,3.0
bazelbuild/rules_docker,6,2.5,3.8333333333333335
fieldtrip/fieldtrip,28,2.5,3.6785714285714284
thejunkjon/jones,1,3.0,3.0
pocl/pocl,1,3.0,3.0
skipzone/Illumicone,1,3.0,3.0
Azure/azure-webjobs-sdk-script,1,3.0,3.0
instedd/planwise,1,3.0,5.0
chrislo27/RhythmHeavenRemixEditor,1,3.0,6.0
dbartolini/crown,1,3.0,3.0
jeonghoonkang/BerePi,1,3.0,8.0
engelsen/Instrument-control,1,3.0,3.0
google/iree,1,3.0,4.0
baldurk/renderdoc,1,3.0,3.0
cncounter/translation,1,3.0,3.0
hyperledger/fabric,1,3.0,5.0
flutter/cocoon,1,3.0,3.0
GStreamer/cerbero,1,3.0,7.0
moodlehq/moodlemobile2,1,3.0,4.0
ZhonganTechENG/zarm,2,3.0,4.5
storybooks/react-storybook,2,3.0,4.5
ElucidataInc/ElMaven,2,3.0,7.0
i18next/react-i18next,2,3.0,4.5
leaddbs/leaddbs,2,3.0,3.5
puppetlabs/puppetserver,2,3.0,7.5
conecenter/c4proto,2,3.0,6.0
flutter/devtools,3,3.0,3.0
aspnet/AspNetCore,33,3.0,5.03030303030303
fossasia/rp15,2,3.5,4.5
square/kotlinpoet,2,3.5,7.0
sandipv22/pointer_replacer,2,3.5,5.0
akveo/react-native-ui-kitten,4,3.5,5.0
vivaxy/course,4,3.5,5.25
nfrechette/acl,4,3.5,3.5
lamassu/lamassu-machine,8,3.5,3.5
ChromeDevTools/devtools-frontend,18,3.5,7.333333333333333
AlbrechtL/welle.io,1,4.0,9.0
spulec/moto,1,4.0,14.0
LouisCAD/Splitties,1,4.0,6.0
UCL-RITS/rcps-buildscripts,1,4.0,5.0
Gabriel439/Haskell-Dhall-Library,1,4.0,5.0
veyon/veyon,1,4.0,5.0
metosin/reitit,1,4.0,6.0
AdoptOpenJDK/openjdk-build,1,4.0,24.0
jhipster/generator-jhipster,1,4.0,4.0
polymonster/pmtech,1,4.0,4.0
miranda-ng/miranda-ng,2,4.0,9.5
proxer/ProxerAndroid,2,4.0,13.0
msteinbeck/tinyspline,2,4.0,11.5
revilheart/ESGST,2,4.0,6.5
cismet/cids-distribution-wuppertal,2,4.0,8.0
TestLinkOpenSourceTRMS/testlink-code,2,4.0,8.0
ubccr/xdmod,5,4.0,10.600000000000001
rakudo/rakudo,6,4.0,10.0
Netflix/atlas,6,4.0,6.8333333333333339
twosigma/waiter,9,4.0,11.888888888888889
graalvm/mx,22,4.0,9.3181818181818166
smcameron/space-nerds-in-space,2,4.5,9.5
walleth/walleth,2,4.5,8.5
bsc-dd/hecuba,2,4.5,5.5
opencobra/cobratoolbox,2,4.5,5.5
zadean/xqerl,2,4.5,14.5
aredotna/case,4,4.5,5.5
clappr/clappr-android,4,4.5,6.75
google/blockly,6,4.5,6.833333333333333
tesseract-ocr/tesseract,12,4.5,7.916666666666667
bwaldvogel/mongo-java-server,214,4.5,8.6308411214953278
smartdevicelink/sdl_core,1,5.0,10.0
progrium/dokku,1,5.0,5.0
googleapis/release-please,1,5.0,8.0
tetherless-world/satoru,1,5.0,8.0
JetBrains/kotlin-native,1,5.0,9.0
jguerinet/MyMartlet,1,5.0,10.0
firebase/extensions,1,5.0,18.0
domob1812/namecore,2,5.0,6.0
OpenBazaar/openbazaar-go,2,5.0,6.0
machawk1/wail,2,5.0,14.0
tuplejump/FiloDB,2,5.0,10.0
fractalPlatform/Fractal,2,5.0,6.0
benzmuircroft/REWIRE.io,2,5.0,6.0
ethereum/go-ethereum,2,5.0,6.0
galaxycash/galaxycash,2,5.0,6.0
nebulasio/go-nebulas,2,5.0,6.0
zcoinofficial/zcoin,2,5.0,6.0
deeponion/deeponion,2,5.0,6.0
vergecurrency/VERGE,2,5.0,6.0
BitcoinUnlimited/BitcoinUnlimited,2,5.0,6.0
tendermint/tendermint,2,5.0,6.0
KarrLab/wc_utils,2,5.0,8.5
csf-dev/agiil,2,5.0,8.0
fission/fission,3,5.0,8.6666666666666661
InterestingLab/waterdrop,15,5.0,8.0
centic9/github-version-statistics,25,5.0,10.079999999999998
jitsi/jitsi-meet,47,5.0,8.2127659574468073
google/earthenterprise,1,6.0,20.0
kaby76/AntlrVSIX,1,6.0,37.0
hanhanwu/Hanhan_Data_Science_Practice,1,6.0,11.0
Themaister/Granite,1,6.0,10.0
WWAWing/WWAWing,1,6.0,6.0
nasa/Common-Metadata-Repository,1,6.0,16.0
fishilico/shared,1,6.0,6.0
google/amber,1,6.0,8.0
OpenOrienteering/mapper,2,6.0,16.0
DIPlib/diplib,3,6.0,12.0
GateNLP/gateplugin-python,9,6.0,13.666666666666666
AliceLR/megazeux,10,6.0,10.7
CPFL/Autoware,87,6.0,11.620689655172415
softwaremill/sttp,1,7.0,10.0
KDE/ring-kde,1,7.0,8.0
fnproject/fn,1,7.0,15.0
thingsboard/thingsboard.github.io,1,7.0,11.0
penrose/penrose,1,7.0,24.0
JetBrains/resharper-unity,1,7.0,10.0
StoDevX/AAO-React-Native,2,7.0,10.0
OpenRCT2/OpenRCT2,6,7.0,11.0
ChrisCummins/clgen,6,7.0,19.166666666666664
kaltura/developer-platform,8,7.0,13.0
westnordost/StreetComplete,24,7.0,11.333333333333332
openfaas/faas,1,1.0,3.0
algorithm-ninja/task-wizard,1,1.0,1.0
tulios/kafkajs,1,1.0,2.0
charleskorn/batect,1,1.0,1.0
openbabel/openbabel,1,1.0,1.0
gopro/gopro-lib-node.gl,1,1.0,1.0
nayutaco/ptarmigan,1,1.0,1.0
AppliedLogicSystems/ALSProlog,1,1.0,1.0
blokadaorg/blokada,1,1.0,2.0
QuantConnect/Lean,1,1.0,4.0
mltframework/mlt,1,1.0,1.0
AllanWang/Frost-for-Facebook,1,1.0,1.0
Microsoft/vso-agent-tasks,1,1.0,3.0
SKA-ScienceDataProcessor/algorithm-reference-library,1,1.0,4.0
danielpalme/ReportGenerator,1,1.0,1.0
radare/radare2-regressions,1,1.0,2.0
YuKitAs/tech-note,1,1.0,1.0
hello2mao/hello2mao.github.io,2,1.0,3.0
ACINQ/eclair,2,1.0,1.0
docker-library/official-images,2,1.0,1.5
burakbayramli/classnotes,2,1.0,2.5
sigrokproject/libsigrok,2,1.0,1.5
snapcore/snapcraft,2,1.0,3.0
AnhellO/DAS_Sistemas,2,1.0,2.0
burakbayramli/dersblog,2,1.0,2.5
leek-wars/leekscript,2,1.0,1.5
mesonbuild/meson,3,1.0,1.0
danschultequb/qub-java,5,1.0,1.2
JoeZ-EE/LeetCodeSolutionsInJavaAndCpp,5,1.0,1.0
chrisbanes/tivi,6,1.0,1.0
MaibornWolff/codecharta,7,1.0,2.8571428571428568
buildaworldnet/IrrlichtBAW,9,1.0,2.0
wvlet/airframe,9,1.0,4.4444444444444446
inorichi/tachiyomi-extensions,11,1.0,1.0909090909090908
gzoller/ScalaJack,17,1.0,1.0
DiligentGraphics/DiligentSamples,44,1.0,1.0
