repo_name,tfdd_date,status,commits_before_1_months,bug_hits_before_1_months,bug_ratio_before_1_months,refactor_before_1_months,commits_after_1_months,bug_hits_after_1_months,bug_ratio_after_1_months,refactor_after_1_months,commits_before_3_months,bug_hits_before_3_months,bug_ratio_before_3_months,refactor_before_3_months,commits_after_3_months,bug_hits_after_3_months,bug_ratio_after_3_months,refactor_after_3_months,commits_before_6_months,bug_hits_before_6_months,bug_ratio_before_6_months,refactor_before_6_months,commits_after_6_months,bug_hits_after_6_months,bug_ratio_after_6_months,refactor_after_6_months,commits_before_12_months,bug_hits_before_12_months,bug_ratio_before_12_months,refactor_before_12_months,commits_after_12_months,bug_hits_after_12_months,bug_ratio_after_12_months,refactor_after_12_months,commits,bug_fix_hit_rate,refactor_hit_rate
dropwizard/metrics,2014-09-08 11:51:21 UTC,Non-surviving,50,11,0.22,3,9,3,0.33333333333333331,0,58,11,0.18965517241379309,4,16,5,0.3125,2,157,26,0.16560509554140126,16,21,5,0.23809523809523808,2,253,47,0.1857707509881423,26,32,9,0.28125,3,2540,0.14291338582677166,0.10905511811023622
ecomfe/echarts,2015-03-20 14:22:35 UTC,Surviving,41,7,0.17073170731707318,1,19,4,0.21052631578947367,0,223,43,0.19282511210762332,19,112,10,0.089285714285714288,3,465,79,0.16989247311827957,21,284,34,0.11971830985915492,20,970,138,0.1422680412371134,35,1280,275,0.21484375,93,5256,0.23211567732115676,0.050989345509893452
erikhuda/thor,2013-03-26 17:03:34 UTC,Non-surviving,18,6,0.33333333333333331,3,15,2,0.13333333333333333,0,76,17,0.22368421052631579,9,41,7,0.17073170731707318,3,116,23,0.19827586206896552,12,80,16,0.2,7,171,33,0.19298245614035087,13,151,29,0.19205298013245034,11,1490,0.13422818791946309,0.12147651006711409
errbit/errbit,2014-04-30 09:49:11 UTC,Surviving,19,4,0.21052631578947367,2,16,4,0.25,1,59,15,0.25423728813559321,7,30,6,0.2,1,116,33,0.28448275862068967,12,63,11,0.17460317460317459,3,419,96,0.22911694510739858,46,276,48,0.17391304347826086,11,2761,0.208982252806954,0.080043462513582034
es-shims/es5-shim,2012-01-18 19:04:55 UTC,Surviving,0,0,0.0,0,7,3,0.42857142857142855,0,36,11,0.30555555555555558,4,28,17,0.6071428571428571,2,143,34,0.23776223776223776,21,31,17,0.54838709677419351,2,223,48,0.21524663677130046,25,81,36,0.44444444444444442,5,961,0.25078043704474506,0.1040582726326743
euske/pdfminer,2010-12-25 06:41:35 UTC,Non-surviving,1,0,0.0,0,2,0,0.0,1,34,8,0.23529411764705882,10,20,5,0.25,6,44,12,0.27272727272727271,11,38,6,0.15789473684210525,11,110,21,0.19090909090909092,16,54,12,0.22222222222222221,11,513,0.24756335282651071,0.15594541910331383
expressjs/express,2014-02-19 20:29:39 UTC,Surviving,18,4,0.22222222222222221,3,50,4,0.08,8,70,13,0.18571428571428572,6,177,29,0.16384180790960451,21,147,24,0.16326530612244897,14,470,63,0.13404255319148936,30,299,53,0.17725752508361203,22,734,97,0.13215258855585832,41,5502,0.11232279171210469,0.082515448927662674
eyecatchup/SEOstats,2014-08-27 04:12:20 UTC,Non-surviving,26,7,0.26923076923076922,4,0,0,0.0,0,102,29,0.28431372549019607,17,0,0,0.0,0,106,31,0.29245283018867924,18,1,1,1.0,0,142,39,0.27464788732394368,21,12,2,0.16666666666666666,2,270,0.22962962962962963,0.1
facebook/wangle,2015-10-22 13:51:16 UTC,Non-surviving,14,5,0.35714285714285715,3,18,10,0.55555555555555558,2,78,22,0.28205128205128205,15,49,14,0.2857142857142857,8,138,36,0.2608695652173913,20,99,28,0.28282828282828282,22,138,36,0.2608695652173913,20,190,48,0.25263157894736843,33,1686,0.15183867141162516,0.10438908659549229
fail2ban/fail2ban,2015-05-09 06:26:14 UTC,Non-surviving,26,5,0.19230769230769232,2,16,2,0.125,0,81,18,0.22222222222222221,4,127,35,0.27559055118110237,11,258,45,0.1744186046511628,10,229,60,0.26200873362445415,15,495,93,0.18787878787878787,35,433,114,0.26327944572748269,34,5087,0.20798112836642421,0.08570866915667387
fex-team/fis,2014-12-16 03:32:37 UTC,Non-surviving,5,0,0.0,0,13,0,0.0,0,38,3,0.078947368421052627,0,23,1,0.043478260869565216,0,91,3,0.032967032967032968,0,52,4,0.076923076923076927,0,195,5,0.02564102564102564,0,65,5,0.076923076923076927,0,808,0.018564356435643563,0.0
filp/whoops,2015-11-22 11:58:37 UTC,Surviving,11,1,0.090909090909090912,0,34,13,0.38235294117647056,4,14,1,0.071428571428571425,0,72,24,0.33333333333333331,7,69,9,0.13043478260869565,7,102,28,0.27450980392156865,11,115,19,0.16521739130434782,10,153,40,0.26143790849673204,18,1042,0.20633397312859886,0.10844529750479846
flot/flot,2011-03-17 13:54:30 UTC,Non-surviving,19,5,0.26315789473684209,5,8,5,0.625,0,26,7,0.26923076923076922,5,23,13,0.56521739130434778,1,47,20,0.425531914893617,6,25,14,0.56,1,69,27,0.391304347826087,9,38,16,0.42105263157894735,4,1032,0.32558139534883723,0.12984496124031009
flyerhzm/bullet,2010-06-26 11:05:45 UTC,Surviving,73,1,0.0136986301369863,23,8,0,0.0,0,73,1,0.0136986301369863,23,14,0,0.0,0,105,5,0.047619047619047616,25,27,0,0.0,2,319,15,0.047021943573667714,47,57,1,0.017543859649122806,4,1177,0.16227697536108751,0.088360237892948168
freedomofpress/securedrop,2012-07-03 15:51:39 UTC,Surviving,3,0,0.0,0,0,0,0.0,0,17,4,0.23529411764705882,0,0,0,0.0,0,34,6,0.17647058823529413,2,0,0,0.0,0,41,8,0.1951219512195122,2,26,2,0.076923076923076927,3,9782,0.17102841954610509,0.11132692700879165
fruux/Baikal,2014-02-18 17:38:51 UTC,Non-surviving,22,4,0.18181818181818182,6,0,0,0.0,0,44,6,0.13636363636363635,9,3,0,0.0,0,55,8,0.14545454545454545,9,3,0,0.0,0,79,13,0.16455696202531644,13,30,16,0.53333333333333333,0,689,0.16400580551523947,0.075471698113207544
fuel/fuel,2011-12-13 20:40:21 UTC,Non-surviving,5,0,0.0,0,3,0,0.0,0,40,2,0.05,2,3,0,0.0,0,91,5,0.054945054945054944,5,29,2,0.068965517241379309,2,1132,243,0.2146643109540636,93,62,7,0.11290322580645161,2,2074,0.19045323047251689,0.087753134040501446
gaearon/react-hot-loader,2016-05-04 23:06:19 UTC,Non-surviving,118,22,0.1864406779661017,10,4,1,0.25,0,145,25,0.17241379310344829,13,16,2,0.125,3,162,26,0.16049382716049382,13,70,12,0.17142857142857143,6,337,39,0.11572700296735905,24,136,24,0.17647058823529413,10,1788,0.232662192393736,0.067673378076062635
geokit/geokit,2012-08-07 17:13:18 UTC,Surviving,1,0,0.0,0,0,0,0.0,0,23,8,0.34782608695652173,1,0,0,0.0,0,33,10,0.30303030303030304,1,2,0,0.0,0,57,14,0.24561403508771928,4,28,3,0.10714285714285714,3,661,0.14977307110438728,0.1573373676248109
geokit/geokit-rails,2012-01-31 10:33:57 UTC,Surviving,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0,0,2,0,0.0,0,1,0,0.0,0,14,2,0.14285714285714285,0,1,0,0.0,0,334,0.1437125748502994,0.11377245508982035
getpelican/pelican,2013-11-07 11:02:03 UTC,Surviving,23,7,0.30434782608695654,4,29,3,0.10344827586206896,3,102,27,0.26470588235294118,12,71,14,0.19718309859154928,7,266,60,0.22556390977443608,29,165,54,0.32727272727272727,19,700,168,0.24,77,281,97,0.34519572953736655,31,3156,0.24397972116603295,0.10456273764258556
giakki/uncss,2016-02-14 09:02:46 UTC,Non-surviving,17,4,0.23529411764705882,1,2,1,0.5,0,18,4,0.22222222222222221,1,3,1,0.33333333333333331,0,30,5,0.16666666666666666,2,33,9,0.27272727272727271,1,56,9,0.16071428571428573,2,43,9,0.20930232558139536,4,579,0.19170984455958548,0.072538860103626937
github/github-services,2014-11-26 18:00:11 UTC,Non-surviving,108,11,0.10185185185185185,8,41,6,0.14634146341463414,1,185,24,0.12972972972972974,10,66,13,0.19696969696969696,1,312,44,0.14102564102564102,19,112,24,0.21428571428571427,6,598,82,0.13712374581939799,39,193,38,0.19689119170984457,14,3456,0.1267361111111111,0.057870370370370371
github/markup,2010-07-07 18:44:45 UTC,Surviving,3,1,0.33333333333333331,0,1,0,0.0,0,6,2,0.33333333333333331,0,2,0,0.0,0,38,11,0.28947368421052633,0,5,0,0.0,0,99,14,0.14141414141414141,3,13,0,0.0,1,654,0.12996941896024464,0.047400611620795105
gollum/gollum,2015-01-28 06:06:24 UTC,Non-surviving,14,3,0.21428571428571427,0,5,0,0.0,0,52,9,0.17307692307692307,3,28,2,0.071428571428571425,2,73,13,0.17808219178082191,4,37,7,0.1891891891891892,2,107,21,0.19626168224299065,6,86,25,0.29069767441860467,5,1943,0.25476067936181163,0.061245496654657748
haml/haml,2011-12-16 22:44:18 UTC,Surviving,22,3,0.13636363636363635,1,0,0,0.0,0,56,12,0.21428571428571427,1,7,0,0.0,0,72,18,0.25,3,303,34,0.11221122112211221,60,99,24,0.24242424242424243,5,414,57,0.13768115942028986,71,5294,0.14922553834529656,0.0859463543634303
hashrocket/decent_exposure,2015-01-06 23:49:38 UTC,Non-surviving,2,1,0.5,0,0,0,0.0,0,4,1,0.25,0,1,0,0.0,0,26,3,0.11538461538461539,4,14,2,0.14285714285714285,2,77,17,0.22077922077922077,10,17,2,0.11764705882352941,3,394,0.13959390862944163,0.12436548223350254
hexchat/hexchat,2015-02-04 10:48:44 UTC,Non-surviving,28,7,0.25,4,30,12,0.4,6,103,37,0.35922330097087379,17,63,24,0.38095238095238093,13,136,58,0.4264705882352941,21,69,28,0.40579710144927539,13,282,104,0.36879432624113473,42,116,41,0.35344827586206895,20,3408,0.22036384976525822,0.094776995305164313
igrigorik/em-websocket,2015-01-24 12:27:43 UTC,Non-surviving,2,2,1.0,0,0,0,0.0,0,2,2,1.0,0,0,0,0.0,0,2,2,1.0,0,0,0,0.0,0,12,3,0.25,1,0,0,0.0,0,349,0.16905444126074498,0.13753581661891118
insoshi/insoshi,2008-07-20 18:24:48 UTC,Non-surviving,105,8,0.0761904761904762,12,78,8,0.10256410256410256,7,456,75,0.16447368421052633,31,308,64,0.20779220779220781,25,944,134,0.14194915254237289,66,323,67,0.20743034055727555,25,944,134,0.14194915254237289,66,353,72,0.20396600566572237,28,1320,0.15909090909090909,0.073484848484848486
jacomyal/sigma.js,2015-03-01 14:08:28 UTC,Non-surviving,7,2,0.2857142857142857,1,4,1,0.25,1,47,13,0.27659574468085107,3,26,8,0.30769230769230771,3,127,44,0.34645669291338582,8,34,12,0.35294117647058826,4,366,104,0.28415300546448086,23,85,26,0.30588235294117649,12,824,0.25485436893203883,0.08859223300970874
janl/mustache.js,2015-10-16 19:39:16 UTC,Non-surviving,14,4,0.2857142857142857,0,18,2,0.1111111111111111,0,25,6,0.24,0,26,4,0.15384615384615385,1,70,17,0.24285714285714285,7,39,5,0.12820512820512819,1,123,25,0.2032520325203252,12,50,9,0.18,1,753,0.19521912350597609,0.074369189907038516
jerryscript-project/jerryscript,2015-12-11 11:44:15 UTC,Surviving,32,14,0.4375,5,4,1,0.25,2,91,39,0.42857142857142855,15,139,43,0.30935251798561153,39,462,187,0.40476190476190477,77,259,72,0.277992277992278,86,751,249,0.33155792276964047,121,518,147,0.28378378378378377,163,3336,0.32763788968824942,0.18974820143884893
joemccann/dillinger,2015-03-31 14:39:57 UTC,Non-surviving,12,1,0.083333333333333329,0,3,1,0.33333333333333331,1,16,2,0.125,0,19,5,0.26315789473684209,8,227,32,0.14096916299559473,26,70,11,0.15714285714285714,14,358,57,0.15921787709497207,45,164,28,0.17073170731707318,22,1452,0.13705234159779614,0.079201101928374651
joestump/python-oauth2,2015-07-29 13:06:50 UTC,Non-surviving,0,0,0.0,0,11,5,0.45454545454545453,0,0,0,0.0,0,30,9,0.3,0,0,0,0.0,0,31,9,0.29032258064516131,0,2,1,0.5,0,31,9,0.29032258064516131,0,352,0.19602272727272727,0.036931818181818184
josevalim/rails-footnotes,2014-05-13 21:32:56 UTC,Surviving,7,2,0.2857142857142857,0,2,0,0.0,0,55,7,0.12727272727272726,13,21,3,0.14285714285714285,1,58,7,0.1206896551724138,14,40,8,0.2,3,66,9,0.13636363636363635,15,58,17,0.29310344827586204,3,447,0.22371364653243847,0.10514541387024609
jquery-validation/jquery-validation,2015-09-03 09:20:46 UTC,Non-surviving,4,2,0.5,0,19,12,0.631578947368421,0,32,13,0.40625,8,59,23,0.38983050847457629,3,46,16,0.34782608695652173,8,84,34,0.40476190476190477,3,97,38,0.39175257731958762,16,110,46,0.41818181818181815,6,841,0.33531510107015455,0.14744351961950058
junit-team/junit4,2015-08-10 12:04:38 UTC,Non-surviving,13,0,0.0,0,26,1,0.038461538461538464,0,36,7,0.19444444444444445,3,76,6,0.078947368421052627,0,57,14,0.24561403508771928,9,86,7,0.081395348837209308,0,162,30,0.18518518518518517,22,141,26,0.18439716312056736,19,2397,0.21735502711722987,0.16103462661660409
justinwalsh/daux.io,2014-11-20 07:20:23 UTC,Surviving,12,7,0.58333333333333337,0,5,2,0.4,0,24,8,0.33333333333333331,0,5,2,0.4,0,65,19,0.29230769230769232,4,25,6,0.24,5,155,42,0.2709677419354839,12,140,38,0.27142857142857141,22,643,0.27682737169517885,0.08553654743390357
jwt/ruby-jwt,2014-11-24 14:54:55 UTC,Surviving,0,0,0.0,0,0,0,0.0,0,11,1,0.090909090909090912,0,6,1,0.16666666666666666,0,11,1,0.090909090909090912,0,66,13,0.19696969696969696,5,41,5,0.12195121951219512,4,142,33,0.23239436619718309,10,578,0.2179930795847751,0.10034602076124567
kneath/kss,2014-07-20 22:27:40 UTC,Non-surviving,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,21,7,0.33333333333333331,2,0,0,0.0,0,183,0.12021857923497267,0.0273224043715847
kohana/kohana,2014-04-24 11:41:30 UTC,Non-surviving,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,1,0,0.0,0,7,1,0.14285714285714285,0,14,7,0.5,1,18,3,0.16666666666666666,0,18,7,0.3888888888888889,1,1269,0.092198581560283682,0.054373522458628844
leafo/scssphp,2013-10-07 15:28:57 UTC,Surviving,3,0,0.0,0,1,0,0.0,0,5,2,0.4,0,16,3,0.1875,3,38,11,0.28947368421052633,3,23,4,0.17391304347826086,4,154,36,0.23376623376623376,11,93,19,0.20430107526881722,8,1146,0.25305410122164052,0.095113438045375212
less/less.js,2016-02-17 02:33:04 UTC,Non-surviving,26,2,0.076923076923076927,0,17,4,0.23529411764705882,0,57,13,0.22807017543859648,3,51,15,0.29411764705882354,3,77,19,0.24675324675324675,3,92,25,0.27173913043478259,9,209,66,0.31578947368421051,12,126,34,0.26984126984126983,12,2885,0.27729636048526862,0.10051993067590988
lisa-lab/pylearn2,2015-08-05 20:16:25 UTC,Non-surviving,3,2,0.66666666666666663,0,1,0,0.0,0,58,23,0.39655172413793105,8,10,2,0.2,3,276,94,0.34057971014492755,26,16,5,0.3125,3,923,291,0.31527627302275191,89,17,5,0.29411764705882354,3,7119,0.21744627054361568,0.10788032026970081
mailboxer/mailboxer,2013-08-02 17:25:34 UTC,Non-surviving,12,1,0.083333333333333329,3,24,4,0.16666666666666666,1,13,1,0.076923076923076927,3,44,11,0.25,4,36,5,0.1388888888888889,3,78,17,0.21794871794871795,11,57,11,0.19298245614035087,4,125,23,0.184,14,513,0.21052631578947367,0.081871345029239762
maroslaw/rainyday.js,2014-10-28 16:56:59 UTC,Non-surviving,1,0,0.0,0,0,0,0.0,0,7,4,0.5714285714285714,0,0,0,0.0,0,12,7,0.58333333333333337,0,1,0,0.0,0,82,24,0.29268292682926828,13,1,0,0.0,0,290,0.19655172413793104,0.13793103448275862
maximebf/php-debugbar,2014-09-16 11:22:43 UTC,Non-surviving,13,2,0.15384615384615385,1,2,0,0.0,1,34,4,0.11764705882352941,5,43,10,0.23255813953488372,3,86,13,0.15116279069767441,15,64,15,0.234375,4,221,33,0.14932126696832579,24,82,15,0.18292682926829268,5,550,0.17454545454545456,0.090909090909090912
mikel/mail,2014-11-03 10:59:32 UTC,Non-surviving,7,0,0.0,1,11,6,0.54545454545454541,1,41,13,0.31707317073170732,9,12,6,0.5,1,129,35,0.27131782945736432,15,37,8,0.21621621621621623,2,166,46,0.27710843373493976,21,66,12,0.18181818181818182,7,1817,0.20418271876719868,0.089708310401761152
mileszs/wicked_pdf,2013-04-10 16:08:34 UTC,Surviving,9,4,0.44444444444444442,0,7,1,0.14285714285714285,0,40,12,0.3,1,15,2,0.13333333333333333,0,63,20,0.31746031746031744,3,30,3,0.1,1,106,32,0.30188679245283018,4,60,9,0.15,5,762,0.19553805774278216,0.093175853018372709
minimagick/minimagick,2012-10-16 12:24:21 UTC,Surviving,2,0,0.0,0,2,0,0.0,1,3,0,0.0,0,15,0,0.0,2,7,1,0.14285714285714285,0,29,1,0.034482758620689655,2,44,6,0.13636363636363635,4,52,11,0.21153846153846154,4,712,0.24859550561797752,0.096910112359550563
mochajs/mocha,2014-05-16 14:14:01 UTC,Surviving,11,5,0.45454545454545453,1,14,4,0.2857142857142857,0,47,18,0.38297872340425532,2,77,25,0.32467532467532467,3,123,33,0.26829268292682928,6,188,54,0.28723404255319152,9,278,60,0.21582733812949639,18,367,120,0.32697547683923706,15,3216,0.24533582089552239,0.0861318407960199
mofarrell/p2pvc,2015-02-11 17:54:19 UTC,Non-surviving,92,12,0.13043478260869565,3,0,0,0.0,0,92,12,0.13043478260869565,3,0,0,0.0,0,92,12,0.13043478260869565,3,0,0,0.0,0,92,12,0.13043478260869565,3,3,1,0.33333333333333331,2,196,0.17346938775510204,0.035714285714285712
mojombo/god,2012-09-17 15:29:23 UTC,Non-surviving,1,0,0.0,0,1,1,1.0,0,2,0,0.0,0,1,1,1.0,0,6,2,0.33333333333333331,0,5,4,0.8,0,72,12,0.16666666666666666,7,31,10,0.32258064516129031,2,813,0.16113161131611317,0.070110701107011064
mongodb/mongo-python-driver,2010-09-29 12:45:28 UTC,Surviving,38,2,0.052631578947368418,8,6,0,0.0,1,98,8,0.081632653061224483,20,14,2,0.14285714285714285,1,201,21,0.1044776119402985,34,54,21,0.3888888888888889,1,474,49,0.10337552742616034,68,237,63,0.26582278481012656,26,4356,0.19329660238751148,0.10583103764921947
mongodb/mongoid,2016-02-22 08:12:10 UTC,Non-surviving,34,5,0.14705882352941177,0,18,3,0.16666666666666666,6,108,17,0.15740740740740741,0,121,13,0.10743801652892562,11,243,33,0.13580246913580246,7,180,22,0.12222222222222222,16,392,86,0.21938775510204081,13,364,56,0.15384615384615385,31,7321,0.22469607977052317,0.10845512908072667
mongomapper/mongomapper,2015-06-01 04:05:16 UTC,Non-surviving,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,12,3,0.25,0,0,0,0.0,0,47,12,0.25531914893617019,3,18,6,0.33333333333333331,2,1639,0.1720561317876754,0.12385600976205004
mustache/mustache,2013-11-11 16:11:57 UTC,Surviving,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,11,5,0.45454545454545453,1,3,0,0.0,1,36,10,0.27777777777777779,6,5,2,0.4,1,75,13,0.17333333333333334,10,779,0.11938382541720154,0.0821566110397946
newsapps/beeswithmachineguns,2013-04-27 13:52:03 UTC,Surviving,22,5,0.22727272727272727,2,7,4,0.5714285714285714,1,30,9,0.3,2,8,4,0.5,1,43,11,0.2558139534883721,3,14,7,0.5,2,46,11,0.2391304347826087,3,19,9,0.47368421052631576,3,249,0.17269076305220885,0.0963855421686747
node-inspector/node-inspector,2016-04-08 20:00:49 UTC,Non-surviving,3,2,0.66666666666666663,1,0,0,0.0,0,17,6,0.35294117647058826,1,0,0,0.0,0,27,8,0.29629629629629628,1,0,0,0.0,0,121,40,0.33057851239669422,9,7,3,0.42857142857142855,1,621,0.27697262479871176,0.11272141706924316
node-nock/nock,2016-04-13 13:40:36 UTC,Non-surviving,50,5,0.1,1,1,0,0.0,0,126,11,0.0873015873015873,6,5,2,0.4,0,280,39,0.13928571428571429,10,18,5,0.27777777777777779,1,404,67,0.16584158415841585,12,148,37,0.25,4,1480,0.20540540540540542,0.03783783783783784
nodejs/node-gyp,2015-11-06 06:21:48 UTC,Non-surviving,4,1,0.25,1,6,2,0.33333333333333331,0,26,6,0.23076923076923078,3,13,7,0.53846153846153844,3,68,16,0.23529411764705882,4,23,10,0.43478260869565216,3,87,18,0.20689655172413793,10,51,18,0.35294117647058826,8,962,0.19022869022869024,0.080041580041580046
norman/friendly_id,2015-09-22 16:36:05 UTC,Non-surviving,0,0,0.0,0,2,0,0.0,0,5,1,0.2,0,4,0,0.0,0,39,5,0.12820512820512819,1,34,5,0.14705882352941177,3,85,19,0.22352941176470589,2,38,6,0.15789473684210525,3,1548,0.165374677002584,0.11434108527131782
numba/numba,2013-12-02 10:27:13 UTC,Surviving,13,2,0.15384615384615385,0,29,1,0.034482758620689655,5,81,25,0.30864197530864196,7,378,85,0.22486772486772486,54,345,67,0.19420289855072465,16,619,135,0.21809369951534732,94,1986,387,0.19486404833836857,183,2012,515,0.25596421471172964,270,14769,0.2511341323041506,0.10684541945967906
oneclick/rubyinstaller,2014-12-31 15:04:33 UTC,Non-surviving,4,0,0.0,2,1,0,0.0,1,16,0,0.0,2,13,0,0.0,2,24,1,0.041666666666666664,2,22,2,0.090909090909090912,2,51,3,0.058823529411764705,2,28,2,0.071428571428571425,2,924,0.10930735930735931,0.11471861471861472
pallets/click,2016-03-25 07:49:35 UTC,Non-surviving,5,0,0.0,1,28,7,0.25,0,17,2,0.11764705882352941,2,35,11,0.31428571428571428,1,99,28,0.28282828282828282,5,59,18,0.30508474576271188,2,223,61,0.273542600896861,8,92,30,0.32608695652173914,4,1324,0.24622356495468278,0.06117824773413897
paramiko/paramiko,2011-05-23 17:49:47 UTC,Non-surviving,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,3,0,0.0,0,1,0,0.0,0,21,3,0.14285714285714285,1,3,0,0.0,0,51,11,0.21568627450980393,3,3389,0.14694600177043377,0.0658011212747123
pdfkit/pdfkit,2012-03-16 12:48:01 UTC,Surviving,2,1,0.5,0,1,1,1.0,0,4,1,0.25,0,4,1,0.25,0,5,1,0.2,0,6,3,0.5,0,34,7,0.20588235294117646,1,20,4,0.2,0,438,0.18493150684931506,0.089041095890410954
petergoldstein/dalli,2014-11-03 19:16:37 UTC,Non-surviving,14,0,0.0,6,4,1,0.25,0,18,0,0.0,6,7,1,0.14285714285714285,0,35,4,0.11428571428571428,7,24,3,0.125,0,104,16,0.15384615384615385,18,41,8,0.1951219512195122,1,963,0.19314641744548286,0.09657320872274143
php-amqplib/php-amqplib,2016-02-02 15:58:31 UTC,Non-surviving,4,1,0.25,0,50,15,0.3,6,17,7,0.41176470588235292,0,68,20,0.29411764705882354,6,83,26,0.31325301204819278,11,78,25,0.32051282051282054,8,122,35,0.28688524590163933,17,94,31,0.32978723404255317,9,992,0.27116935483870969,0.10887096774193548
pixie-lang/pixie,2015-10-07 23:43:54 UTC,Non-surviving,30,5,0.16666666666666666,1,49,8,0.16326530612244897,6,79,12,0.15189873417721519,11,100,12,0.12,11,178,21,0.11797752808988764,24,148,20,0.13513513513513514,16,1152,223,0.1935763888888889,88,152,20,0.13157894736842105,16,1367,0.18507681053401609,0.084125822970007313
plataformatec/has_scope,2015-07-21 09:36:43 UTC,Non-surviving,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0,0,4,0,0.0,0,13,0,0.0,2,11,1,0.090909090909090912,0,13,0,0.0,2,153,0.098039215686274508,0.06535947712418301
